0.29442	6.81114e-05	1.56367e+06
0.88326	0.000202114	3.57816e+06
1.4721	0.000428972	5.62065e+06
2.06094	0.000824915	7.61133e+06
2.64978	0.00161886	9.64111e+06
3.23862	0.00281784	1.11834e+07
3.76651	0.00367755	1.18344e+07
4.71857	9.37045e-05	1.47144e+07
6.15577	0.000122479	1.82734e+07
7.59297	0.000144388	2.10397e+07
9.03017	0.00016284	2.31379e+07
9.87446	0.000164774	2.32536e+07
10.7653	0.000138429	2.39568e+07
12.2955	0.000151193	2.56033e+07
13.8257	0.000164675	2.76282e+07
14.7955	0.000169134	2.82313e+07
15.7654	0.000170593	2.88934e+07
17.2957	0.000183118	3.07952e+07
18.826	0.000192458	3.20592e+07
19.7957	0.000197715	3.27608e+07
21.2967	6.2243e-05	3.48452e+07
23.8895	6.67181e-05	3.71617e+07
26.0931	6.99742e-05	3.88232e+07
28.0653	0.00011295	4.06968e+07
30.1953	0.000118276	4.24294e+07
32.3253	0.000128555	4.56497e+07
33.6954	0.000133045	4.7016e+07
35.8648	3.92511e-05	5.24531e+07
39.5935	4.41527e-05	5.86761e+07
41.7291	4.5511e-05	6.03892e+07
43.7867	5.27279e-05	6.39774e+07
47.3592	5.53532e-05	6.69828e+07
49.5729	5.59504e-05	6.76643e+07
54.9087	7.32098e-06	7.06755e+07
59.9086	7.413e-06	7.15558e+07
64.7289	8.52265e-06	7.63079e+07
74.1858	9.13899e-06	8.17494e+07
79.4573	9.33436e-06	8.35038e+07
84.9718	8.91583e-06	8.82866e+07
94.9145	9.50111e-06	9.4024e+07
99.9431	9.70263e-06	9.59972e+07
