2	177.03	0.0180515	1600	1
3	338.3	0.0185155	1800	2
3	338.72	0.0537400	1800	3
3	630.43	0.0378165	1800	4
4	517.17	0.0629400	1800	5
4	1042.6	0.0148130	2000	6
11	733.66	0.0007549	1800	7
10	797.06	0.0029454	1800	8
9	1024.5	0.0035000	2000	9
10	1851.5	0.0065395	2000	10
10	1812.7	0.0204120	2000	11
10	1627.3	0.0237130	2000	12
10	1601.1	0.0373375	2000	13
10	1992.2	0.0369980	2000	14
0	1404.7	0.0178250	2000	0
