0	3.17688	0.127106	0.00706793
0.58884	3.31907	0.127231	0.00702752
1.17768	3.14498	0.123299	0.00687947
1.76652	2.81697	0.116536	0.00657774
2.35536	2.46991	0.107239	0.00612047
2.9442	2.20541	0.0980992	0.00557558
3.53304	1.99968	0.088006	0.00491826
3.99997	1.94435	0.0813318	0.00440639
5.43717	1.92725	0.078946	0.00430767
6.87437	1.7399	0.0753962	0.00417124
8.31157	1.6407	0.0699752	0.00399011
9.74877	1.55869	0.0638672	0.00379518
10.0002	1.54485	0.0631172	0.00375944
11.5304	1.3439	0.0590343	0.00358412
13.0606	1.28156	0.055536	0.00337392
14.5908	1.06658	0.0521058	0.00315897
15.0002	1.03317	0.0515568	0.00309721
16.5305	1.08541	0.0490109	0.00288435
18.0608	1.09655	0.0469858	0.00267902
19.5911	1.15503	0.0445231	0.00246437
20.0003	1.17866	0.0436285	0.00241326
22.5931	1.20849	0.041589	0.0022991
25.1859	1.16683	0.0393296	0.00216284
27.0003	1.10007	0.0372922	0.00205375
29.1303	1.04494	0.0343641	0.0018382
31.2603	1.07423	0.0317639	0.00159564
33.3903	1.02231	0.0286032	0.00132425
34.0005	0.990797	0.0280361	0.00124126
37.7292	0.960451	0.0263384	0.00109543
41.4579	0.906471	0.02352	0.000928683
42.0004	0.888036	0.0230081	0.000902901
45.5729	0.77675	0.0185228	0.000711558
49.1454	0.701139	0.0142789	0.000504485
50.0005	0.685068	0.0133761	0.0004529
59.8169	0.646085	0.0115646	0.000375239
60.0004	0.645948	0.0115244	0.000373712
69.4573	0.568336	0.00924696	0.000293771
78.9142	0.541181	0.00648146	0.000204366
80.0004	0.541132	0.00614059	0.000193575
89.9431	0.529416	0.00315789	0.000100395
99.8858	0.532987	3.76219e-05	1.18447e-06
100	0.527832	0	0
