0.01	0.00028032
0.02	0.0003517379
0.03	0.0003236764
0.04	0.0004887287
0.05	0.0004928369
0.06	0.0001519
0.07	-3.31847e-05
0.08	-0.0002317728
0.09	-0.0007573105
0.1	-0.0008842233
0.11	-0.000561927
0.12	-0.0002852281
0.13	3.243073e-05
0.14	0.0004893882
0.15	0.0007083768
0.16	0.0003317093
0.17	0.0002897742
0.18	0.0003894738
0.19	0.0002046007
0.2	0.0002704244
0.21	0.0001146939
0.22	-1.8441e-05
0.23	0.0001638402
0.24	0.0003169797
0.25	0.0003021862
0.26	0.000151122
0.27	-4.36507e-05
0.28	-0.0004542213
0.29	-0.0007063219
0.3	-0.0005564559
0.31	-0.0003603723
0.32	-0.0001033235
0.33	9.553044e-05
0.34	0.0001854974
0.35	0.0003131913
0.36	0.000354334
0.37	0.0002533968
0.38	0.0001422142
0.39	4.883304e-05
0.4	-0.0002012139
0.41	-0.0003959545
0.42	-0.0004155446
0.43	-0.0005118432
0.44	-0.0005446068
0.45	-0.0003349338
0.46	-0.0001572864
0.47	-4.213894e-05
0.48	0.000253503
0.49	0.0004083027
0.5	0.0004573044
0.51	0.0006163765
0.52	0.0005377794
0.53	0.0002811433
0.54	9.989928e-05
0.55	-8.833942e-05
0.56	-0.0002734282
0.57	-0.0001751958
0.58	8.975008e-05
0.59	0.000134053
0.6	0.0001183968
0.61	0.0001223068
0.62	-1.844761e-05
0.63	-0.0001505552
0.64	-0.0001911291
0.65	-0.0001602937
0.66	-0.0001022846
0.67	-4.626746e-05
0.68	5.751747e-05
0.69	0.0002394481
0.7	0.0003405429
0.71	0.0002006271
0.72	9.114146e-05
0.73	-4.540866e-05
0.74	-0.0004201051
0.75	-0.0006393092
0.76	-0.0005881659
0.77	-0.000528394
0.78	-0.0004163278
0.79	-0.000147987
0.8	8.809701e-05
0.81	0.0001873701
0.82	0.0002994136
0.83	0.0003610269
0.84	0.0003509172
0.85	0.0003649831
0.86	0.0002973546
0.87	0.0001068602
0.88	-4.611531e-05
0.89	-0.000106054
0.9	-0.000142743
0.91	-0.0001477172
0.92	-2.101482e-05
0.93	9.441552e-05
0.94	0.0001420067
0.95	0.0001507718
0.96	0.0001937756
0.97	0.0002151926
0.98	0.0001335239
0.99	2.025789e-05
1	-2.558465e-05
1.01	-0.0001020782
1.02	-0.000115039
1.03	4.967475e-05
1.04	0.00019775
1.05	0.0001723559
1.06	7.187531e-05
1.07	-9.594402e-05
1.08	-0.0003256357
1.09	-0.0005482155
1.1	-0.0005761511
1.11	-0.0005065115
1.12	-0.0003577818
1.13	-0.000108735
1.14	0.0001170686
1.15	0.000257833
1.16	0.0003463051
1.17	0.0003631973
1.18	0.0002445384
1.19	7.300263e-05
1.2	-1.415908e-05
1.21	-0.000124774
1.22	-0.0002039782
1.23	-0.0001473336
1.24	-5.212489e-05
1.25	1.213776e-05
1.26	5.549981e-05
1.27	0.0001375243
1.28	0.0001843969
1.29	0.0001806281
1.3	0.0002597498
1.31	0.000313734
1.32	0.0002874806
1.33	0.0002138647
1.34	0.0001169068
1.35	-2.035583e-06
1.36	-0.0001217766
1.37	-0.0001474956
1.38	-7.309188e-05
1.39	-5.662342e-05
1.4	-8.146036e-05
1.41	-6.822091e-05
1.42	-9.22151e-05
1.43	-0.0001979562
1.44	-0.0002987372
1.45	-0.0002871265
1.46	-0.0002487851
1.47	-0.0002059332
1.48	-5.768313e-05
1.49	9.98526e-05
1.5	0.0002221969
1.51	0.0002739586
1.52	0.0001897863
1.53	7.606752e-05
1.54	-9.398226e-05
1.55	-0.0002668817
1.56	-0.0003293182
1.57	-0.0003097377
1.58	-0.0001787013
1.59	-3.495785e-05
1.6	0.0001006098
1.61	0.0002611007
1.62	0.0003479385
1.63	0.0003802869
1.64	0.0003690598
1.65	0.0002743091
1.66	0.0001469488
1.67	4.341787e-05
1.68	-1.3671e-05
1.69	-6.329598e-05
1.7	-4.607213e-05
1.71	-1.685613e-05
1.72	-4.019402e-05
1.73	-2.211502e-05
1.74	1.927255e-05
1.75	7.98013e-06
1.76	-4.072726e-05
1.77	-9.423365e-05
1.78	-0.0001196377
1.79	-0.0001820584
1.8	-0.0002128286
1.81	-0.0001454295
1.82	-5.809261e-05
1.83	-1.630911e-05
1.84	6.807377e-05
1.85	0.000145004
1.86	0.0001289791
1.87	3.435083e-05
1.88	-0.0001305041
1.89	-0.0002401598
1.9	-0.0002767536
1.91	-0.0003230673
1.92	-0.0002732343
1.93	-8.260905e-05
1.94	8.367282e-05
1.95	0.000200395
1.96	0.0003304959
1.97	0.0004210853
1.98	0.0003524891
1.99	0.0002240726
2	0.0001497783
2.01	1.795814e-05
2.02	-0.0001015246
2.03	-8.521991e-05
2.04	-5.563551e-05
2.05	-3.793547e-05
2.06	2.319432e-05
2.07	4.857051e-05
2.08	4.708012e-05
2.09	9.693459e-05
2.1	6.136357e-05
2.11	-2.313766e-06
2.12	-8.674526e-07
2.13	-4.4946e-06
2.14	-8.033793e-05
2.15	-0.0001343883
2.16	-0.000101903
2.17	-6.433322e-05
2.18	-3.72478e-05
2.19	-4.411253e-05
2.2	-5.120312e-05
2.21	-5.131243e-05
2.22	-0.000108663
2.23	-0.0002232576
2.24	-0.0002709406
2.25	-0.0002160484
2.26	-0.0001829293
2.27	-0.0001296135
2.28	7.576863e-05
2.29	0.0002309048
2.3	0.000292065
2.31	0.0003197963
2.32	0.0002472426
2.33	0.0001679151
2.34	8.420062e-05
2.35	-1.909471e-05
2.36	-8.243751e-05
2.37	-5.377936e-05
2.38	-2.997997e-05
2.39	-1.836165e-05
2.4	7.606053e-05
2.41	0.0001295435
2.42	5.941535e-05
2.43	8.439316e-05
2.44	0.000146019
2.45	9.705093e-05
2.46	3.157087e-05
2.47	6.319645e-06
2.48	-2.123479e-05
2.49	-9.396998e-05
2.5	-0.0001271138
2.51	-0.0001059502
2.52	-0.0001002076
2.53	-9.904775e-05
2.54	-0.0001087348
2.55	-8.646588e-05
2.56	-4.92321e-05
2.57	-0.0001253204
2.58	-0.0001980085
2.59	-0.0002066601
2.6	-0.0002037362
2.61	-0.0001664205
2.62	-3.222237e-05
2.63	0.0001431801
2.64	0.0002292951
2.65	0.0002668449
2.66	0.000234571
2.67	0.0001295656
2.68	4.019581e-05
2.69	-4.50039e-05
2.7	-0.0001246477
2.71	-0.0001115381
2.72	-7.014397e-05
2.73	2.195479e-06
2.74	0.0001129583
2.75	0.0001764522
2.76	0.0001763413
2.77	0.000178109
2.78	0.0001554592
2.79	0.0001022653
2.8	7.575715e-05
2.81	8.155985e-05
2.82	4.671009e-05
2.83	-3.014179e-06
2.84	-7.513257e-06
